Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,36,3,2,0,3198,2493,705,0.665,1936,44,1.316,0.78
Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,26,3,3,2,5100,1786,3314,1.06,2375,63,0.575,0.35
Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3,1,2,3955,2517,1438,0.484,1238,25,1.083,0.636
Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,48,5,3,1,3140,1985,1155,1.346,1626,41,0.864,0.632
Attrited Customer,45,F,3,Uneducated,Single,Unknown,Blue,36,3,3,3,4028,710,3318,0.731,791,22,0.833,0.176
Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,32,5,3,3,2264,0,2264,0.479,1204,28,0.333,0
Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,31,4,2,3,2375,1658,717,0.638,1071,28,1,0.698
Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,13,3,3,3,1963,1721,242,0.68,1378,37,0.762,0.877
Existing Customer,47,F,4,College,Single,Less than $40K,Blue,37,6,2,2,4256,1084,3172,0.63,1100,29,0.381,0.255
Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,49,5,1,0,5097,1152,3945,0.94,2052,45,0.607,0.226
Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,45,3,2,3,3228,2517,711,0.949,1349,33,1.357,0.78
Existing Customer,55,F,3,Unknown,Married,$40K - $60K,Blue,47,5,2,0,1929,1540,389,1.142,2354,50,0.786,0.798
Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,6,3,2,2585,2019,566,0.525,2644,40,0.481,0.781
Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,49,5,3,0,3558,2318,1240,1.265,1631,31,0.824,0.651
Existing Customer,41,F,1,High School,Single,$40K - $60K,Blue,31,6,3,2,4969,838,4131,0.591,1489,32,0.455,0.169
Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,3117,1603,1514,1.167,1437,37,0.609,0.514
Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,37,6,3,0,2053,0,2053,0.865,1283,28,1.154,0
Existing Customer,50,F,4,Graduate,Single,Less than $40K,Blue,36,6,2,0,3125,1928,1197,0.412,1631,46,0.533,0.617
Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,Blue,48,6,1,2,4930,2259,2671,1.134,2194,53,0.606,0.458
Existing Customer,65,M,2,Unknown,Married,Less than $40K,Blue,56,4,2,4,2318,1010,1308,0.81,1256,35,0.591,0.436
Existing Customer,40,M,4,College,Unknown,$80K - $120K,Blue,25,3,3,1,1962,0,1962,0.684,1179,27,0.688,0
Existing Customer,26,M,0,Graduate,Single,$40K - $60K,Blue,13,6,1,2,3290,1616,1674,0.466,2781,54,0.35,0.491
Existing Customer,60,M,0,Uneducated,Single,Less than $40K,Blue,53,5,3,2,2402,1728,674,0.652,1650,53,0.606,0.719
Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,36,6,3,3,3674,895,2779,0.658,1703,48,0.371,0.244
Existing Customer,59,M,0,Graduate,Single,$40K - $60K,Blue,48,4,2,2,1638,0,1638,0.533,1536,44,0.63,0
Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,38,3,3,2,4335,2480,1855,0.543,1373,36,1.118,0.572
Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,32,5,3,2,3233,1034,2199,0.759,1256,29,0.706,0.32
Existing Customer,40,M,3,High School,Unknown,$60K - $80K,Blue,36,4,2,1,3624,1975,1649,0.708,1469,23,1.091,0.545
Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,43,6,2,3,2927,1412,1515,0.763,1474,26,0.857,0.482
Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,33,4,3,3,5146,1618,3528,1.073,1955,44,0.76,0.314
Attrited Customer,56,M,1,College,Married,$60K - $80K,Blue,44,5,3,3,1704,0,1704,0.701,660,17,0.308,0
Existing Customer,53,F,4,High School,Married,Less than $40K,Blue,36,6,1,3,2974,1170,1804,1.297,1785,45,1.143,0.393
Existing Customer,57,M,2,High School,Married,$60K - $80K,Blue,38,3,1,2,2736,1822,914,0.593,1211,25,0.923,0.666
Existing Customer,60,M,0,Graduate,Married,Less than $40K,Blue,36,6,2,2,1976,1311,665,0.995,1498,43,0.536,0.663
Attrited Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,38,3,4,3,4908,0,4908,0.993,827,21,0.75,0
Attrited Customer,55,M,3,Uneducated,Married,$60K - $80K,Blue,44,3,2,2,2323,0,2323,0.737,804,15,0.5,0
Existing Customer,57,F,0,High School,Married,$40K - $60K,Blue,45,3,2,2,2278,845,1433,1.328,2307,45,0.8,0.371
Existing Customer,31,M,0,Uneducated,Married,$40K - $60K,Blue,22,3,3,0,4048,1113,2935,0.717,1757,45,0.607,0.275
Existing Customer,34,F,2,Graduate,Married,Less than $40K,Blue,24,6,2,2,3663,1853,1810,0.963,1826,35,1.059,0.506
Existing Customer,35,F,1,College,Single,Unknown,Blue,28,4,5,2,3518,1575,1943,0.625,2121,60,0.579,0.448
Existing Customer,44,F,4,Graduate,Married,Less than $40K,Blue,36,4,1,0,1717,0,1717,0.619,1468,29,0.381,0
Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,46,5,3,2,4271,1150,3121,1.064,2052,50,0.724,0.269
Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,56,5,3,0,2961,1570,1391,0.908,1937,57,0.781,0.53
Existing Customer,39,F,3,Post-Graduate,Married,$40K - $60K,Blue,28,4,2,2,3249,2217,1032,1.06,1988,36,0.895,0.682
Existing Customer,52,M,2,High School,Married,$120K +,Blue,36,5,1,2,2981,1358,1623,1.242,1648,30,1.5,0.456
Existing Customer,42,M,3,Unknown,Single,$80K - $120K,Blue,33,3,3,2,3714,2170,1544,0.524,1454,35,0.522,0.584
Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,25,6,3,2,3083,1040,2043,0.729,4311,78,0.56,0.337
Existing Customer,50,F,3,Unknown,Married,Less than $40K,Blue,42,4,1,2,2240,0,2240,0.668,1905,39,0.345,0
Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,21,6,2,0,5120,0,5120,0.867,1680,32,0.778,0
Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,24,3,1,3,3124,1593,1531,0.869,1652,41,0.367,0.51
Existing Customer,65,M,1,Uneducated,Married,$40K - $60K,Blue,56,3,3,2,2468,2021,447,0.906,1797,46,0.586,0.819
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,33,5,2,2,3933,852,3081,0.433,1489,45,0.324,0.217
Existing Customer,50,M,2,High School,Unknown,$60K - $80K,Blue,41,6,2,2,3244,1762,1482,0.661,1274,32,1,0.543
Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,36,6,1,3,2936,2379,557,0.694,1572,57,0.676,0.81
Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,39,5,2,2,4734,954,3780,0.6,1570,45,0.452,0.202
Existing Customer,55,F,4,Graduate,Married,$40K - $60K,Blue,41,4,3,3,3156,2517,639,1.516,2091,48,0.778,0.798
Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,35,5,1,2,1535,700,835,2.282,1848,25,1.083,0.456
Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,56,3,3,3,2122,554,1568,0.857,949,17,0.133,0.261
Existing Customer,39,M,3,Doctorate,Married,$60K - $80K,Blue,29,3,1,3,3537,2517,1020,1.021,1605,43,0.344,0.712
Existing Customer,38,M,2,High School,Married,$80K - $120K,Blue,36,5,3,3,2407,843,1564,1.008,1470,28,0.4,0.35
Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,43,4,1,2,3538,0,3538,0.481,1265,38,0.462,0
Existing Customer,37,F,0,Unknown,Married,Less than $40K,Blue,31,5,2,2,2684,1381,1303,0.794,2002,60,0.429,0.515
Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,36,5,3,3,4307,0,4307,0.745,1628,37,0.542,0
Existing Customer,50,F,1,Unknown,Single,Less than $40K,Blue,46,4,2,3,2081,1235,846,1.485,1337,29,1.071,0.593
Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,47,3,2,2,2848,1468,1380,0.517,1135,27,0.421,0.515
Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,48,5,1,3,2544,1927,617,0.939,1346,30,0.364,0.757
Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,48,6,1,3,3428,1566,1862,0.557,1155,34,0.545,0.457
Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,42,3,1,3,2680,1753,927,0.32,1154,33,0.571,0.654
Existing Customer,46,F,2,High School,Married,Less than $40K,Blue,35,6,4,3,4675,1734,2941,0.413,1232,34,0.545,0.371
Existing Customer,40,F,5,College,Married,Less than $40K,Blue,35,3,1,3,2448,1693,755,0.502,1269,30,0.875,0.692
Existing Customer,33,M,2,Doctorate,Married,$60K - $80K,Blue,28,3,3,3,4049,0,4049,0.898,1742,35,1.5,0
Existing Customer,63,M,1,High School,Married,$40K - $60K,Blue,36,5,3,2,4559,1571,2988,1.441,1870,35,0.842,0.345
Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,46,3,3,3,2340,1930,410,0.987,781,15,0.364,0.825
Attrited Customer,62,F,2,Graduate,Married,Less than $40K,Blue,52,4,2,2,2490,513,1977,0.678,864,20,0.333,0.206
Existing Customer,37,M,4,Graduate,Married,$60K - $80K,Blue,30,5,3,2,2578,2517,61,0.896,1830,64,0.524,0.976
Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,42,3,3,4,4051,1183,2868,0.794,1837,57,0.629,0.292
Existing Customer,60,F,1,Uneducated,Divorced,$40K - $60K,Blue,48,3,2,2,2070,0,2070,0.708,1793,53,0.963,0
Existing Customer,47,M,2,College,Married,$120K +,Blue,35,4,3,2,3636,1010,2626,0.596,1564,59,0.686,0.278
Existing Customer,56,F,3,Graduate,Single,$40K - $60K,Blue,36,4,1,0,5108,1656,3452,0.711,1631,41,0.323,0.324
Existing Customer,56,F,4,High School,Married,$40K - $60K,Blue,36,5,1,1,2072,1543,529,0.486,1265,32,0.391,0.745
Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,24,4,3,3,4119,1656,2463,0.561,1455,35,0.667,0.402
Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,36,6,1,2,3880,1542,2338,1.015,1598,39,0.5,0.397
Existing Customer,57,F,2,Unknown,Married,Less than $40K,Blue,45,4,2,0,2494,1639,855,0.858,1555,39,0.625,0.657
Existing Customer,44,F,5,Unknown,Single,Less than $40K,Blue,24,4,3,3,2003,1224,779,0.646,1756,42,0.355,0.611
Existing Customer,55,M,2,Unknown,Single,$60K - $80K,Blue,36,6,3,3,2243,1418,825,0.39,1334,31,0.409,0.632
Existing Customer,55,F,2,Post-Graduate,Married,Less than $40K,Blue,45,3,3,3,2163,0,2163,0.816,1349,47,0.88,0
Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,26,3,1,2,4531,1214,3317,0.813,1414,40,0.333,0.268
Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,26,5,2,3,2950,1705,1245,0.605,1260,32,0.6,0.578
Existing Customer,39,M,1,College,Single,$40K - $60K,Blue,24,4,3,3,3770,1197,2573,0.621,1602,49,0.441,0.318
Existing Customer,41,M,4,Unknown,Married,Less than $40K,Blue,30,4,6,1,2450,1967,483,0.589,1263,29,0.611,0.803
Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,36,5,1,2,3136,1864,1272,0.693,1036,25,0.25,0.594
Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,53,6,2,3,2019,1380,639,1.158,2005,62,0.59,0.684
Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,28,3,1,2,2421,1747,674,0.691,1346,30,1.308,0.722
Existing Customer,32,F,1,Unknown,Married,Less than $40K,Blue,22,3,3,2,2642,2035,607,1.119,1761,42,0.909,0.77
Attrited Customer,58,M,2,Graduate,Married,$40K - $60K,Blue,48,2,3,3,4085,2238,1847,0.568,596,15,0.5,0.548
Existing Customer,26,M,0,Unknown,Single,$40K - $60K,Blue,19,5,2,2,2187,1597,590,0.777,2560,46,0.314,0.73
Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,29,4,3,2,3358,1758,1600,0.723,1759,33,0.737,0.524
Existing Customer,36,F,1,College,Single,$40K - $60K,Blue,25,6,3,3,1888,0,1888,0.928,1886,66,0.65,0
Existing Customer,62,F,0,Unknown,Married,$40K - $60K,Blue,36,4,2,2,2964,2400,564,1.296,1557,25,1.778,0.81
Existing Customer,58,M,0,Uneducated,Married,$80K - $120K,Blue,38,6,3,3,3785,1935,1850,1.558,1824,49,1.45,0.511
Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,36,5,1,0,2727,834,1893,0.568,1294,26,0.444,0.306
Existing Customer,49,M,4,Doctorate,Married,$60K - $80K,Blue,44,3,1,1,3343,1581,1762,1.146,1545,31,0.824,0.473
Existing Customer,29,M,2,High School,Married,$80K - $120K,Blue,15,6,2,2,4158,1635,2523,0.778,1678,37,0.542,0.393
Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,33,6,2,3,4343,0,4343,0.563,1352,35,0.944,0
Existing Customer,54,M,4,Graduate,Married,$120K +,Blue,50,4,2,0,2872,2035,837,0.613,1770,47,0.741,0.709
Existing Customer,35,M,2,High School,Married,$40K - $60K,Blue,21,3,3,1,2967,1843,1124,0.681,1673,58,0.526,0.621
Existing Customer,35,M,3,Doctorate,Single,$40K - $60K,Blue,23,4,3,2,2148,1545,603,0.682,2167,65,0.512,0.719
Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,32,6,3,0,2524,1395,1129,1.048,1800,33,0.5,0.553
Attrited Customer,43,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,3,2,3312,0,3312,0.698,647,19,0.462,0
Existing Customer,47,M,2,Post-Graduate,Married,Less than $40K,Blue,36,6,1,3,3888,1663,2225,0.664,1145,37,0.423,0.428
Existing Customer,30,M,2,High School,Married,Less than $40K,Blue,23,4,2,0,2997,1393,1604,1.12,1577,35,0.522,0.465
Existing Customer,52,M,0,Graduate,Single,$120K +,Blue,41,6,3,2,3386,1794,1592,0.671,1736,40,1.105,0.53
Existing Customer,36,F,3,Post-Graduate,Single,Less than $40K,Blue,23,6,2,1,2410,1705,705,0.798,2505,69,0.568,0.707
Existing Customer,65,F,0,High School,Married,Unknown,Blue,53,4,3,0,4315,717,3598,0.808,1723,51,0.5,0.166
Existing Customer,35,F,0,Unknown,Married,Less than $40K,Blue,24,6,1,1,2592,2227,365,0.633,1695,48,0.548,0.859
Existing Customer,53,M,3,Unknown,Married,$80K - $120K,Blue,43,5,3,0,2464,2116,348,0.744,2110,43,1.048,0.859
Existing Customer,62,F,1,College,Married,Less than $40K,Blue,44,3,2,3,2378,1610,768,0.448,1807,45,0.607,0.677
Existing Customer,53,M,2,Unknown,Married,$120K +,Blue,49,6,2,3,3386,1984,1402,0.573,1318,37,0.194,0.586
Existing Customer,37,F,3,Uneducated,Married,Less than $40K,Blue,27,6,1,3,2229,1791,438,1.139,1583,32,0.6,0.803
Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,40,4,1,1,5158,2190,2968,0.426,1229,34,0.478,0.425
Existing Customer,31,M,0,Graduate,Married,$40K - $60K,Blue,21,3,3,0,2158,1729,429,1.1,1718,42,0.448,0.801
Existing Customer,43,M,3,Unknown,Divorced,$60K - $80K,Blue,30,3,2,1,2588,1669,919,0.788,1053,31,0.55,0.645
Existing Customer,32,F,3,Graduate,Single,Less than $40K,Blue,36,3,1,3,3555,0,3555,0.813,2346,71,0.651,0
Existing Customer,38,F,1,College,Married,Less than $40K,Blue,25,3,3,1,2580,2265,315,0.824,1665,57,0.629,0.878
Existing Customer,37,F,4,High School,Single,$40K - $60K,Blue,36,5,3,1,3093,2517,576,0.855,1371,23,0.917,0.814
Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Blue,42,4,3,3,4076,0,4076,0.808,1235,37,0.682,0
Existing Customer,55,F,3,Graduate,Married,Unknown,Blue,36,3,2,0,4861,1123,3738,0.938,1556,40,0.538,0.231
Existing Customer,34,M,2,High School,Married,$60K - $80K,Blue,28,3,3,3,2853,2420,433,0.858,1750,47,0.808,0.848
Existing Customer,53,M,3,Unknown,Married,$40K - $60K,Blue,41,6,1,2,1595,870,725,0.694,1745,41,0.577,0.545
Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,22,3,3,2,2917,2127,790,1.074,1831,36,1,0.729
Existing Customer,64,F,0,Graduate,Married,Less than $40K,Blue,51,6,3,1,4920,1142,3778,0.507,1420,31,0.348,0.232
Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,41,6,2,2,1869,758,1111,0.91,1549,34,0.478,0.406
Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,39,3,3,3,4844,1576,3268,0.809,1489,48,0.6,0.325
Existing Customer,62,F,0,Unknown,Married,Unknown,Blue,52,6,1,1,2683,1707,976,1.254,1582,33,0.941,0.636
Existing Customer,39,F,1,College,Married,Less than $40K,Blue,22,3,1,2,3214,2257,957,1.279,2516,42,0.75,0.702
Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,34,3,3,3,2925,2365,560,0.691,1371,30,0.579,0.809
Existing Customer,40,M,3,Unknown,Single,$40K - $60K,Blue,28,4,1,1,3563,1707,1856,0.506,1482,42,0.312,0.479
Existing Customer,47,M,2,High School,Unknown,$60K - $80K,Blue,33,4,2,2,2458,1399,1059,0.739,1563,40,1.222,0.569
Existing Customer,47,M,4,High School,Married,$60K - $80K,Blue,34,5,2,3,4592,1635,2957,0.952,1772,52,0.486,0.356
Existing Customer,31,M,1,Unknown,Married,Less than $40K,Blue,36,3,3,3,1868,1515,353,1.359,2229,35,0.667,0.811
Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,49,3,1,2,5269,1099,4170,1.178,2195,63,0.969,0.209
Existing Customer,59,M,0,College,Married,Less than $40K,Blue,49,3,3,3,4250,1095,3155,0.947,1174,27,0.8,0.258
Existing Customer,34,F,3,Uneducated,Married,$40K - $60K,Blue,28,5,1,3,2799,1762,1037,0.986,1817,39,0.56,0.63
Existing Customer,53,F,3,College,Married,Less than $40K,Blue,44,6,2,3,4646,1730,2916,0.683,1774,37,0.85,0.372
Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,35,3,3,1,2514,1521,993,0.638,1636,36,0.385,0.605
Existing Customer,44,F,4,High School,Divorced,Less than $40K,Blue,36,5,3,3,2333,1485,848,0.692,1198,31,0.722,0.637
Existing Customer,34,F,4,Graduate,Divorced,$40K - $60K,Blue,26,5,5,3,3038,1539,1499,0.707,2189,54,0.688,0.507
Existing Customer,54,F,0,Unknown,Married,Less than $40K,Blue,44,6,3,1,2945,2206,739,0.983,1503,35,0.842,0.749
Existing Customer,49,F,3,High School,Divorced,Unknown,Blue,40,3,3,2,5267,0,5267,0.442,1353,24,0.263,0
Existing Customer,43,M,3,Unknown,Single,$40K - $60K,Blue,38,6,1,1,2615,0,2615,0.589,1395,34,0.259,0
Existing Customer,39,F,4,College,Married,Less than $40K,Blue,31,4,3,3,1888,1292,596,0.772,1517,33,1.357,0.684
Existing Customer,61,F,1,Graduate,Married,Less than $40K,Blue,54,3,2,2,3102,2091,1011,0.704,1977,50,1,0.674
Existing Customer,40,F,3,Graduate,Divorced,Less than $40K,Blue,29,5,2,2,3170,2517,653,1.301,2027,49,0.815,0.794
Existing Customer,35,M,2,Uneducated,Married,Less than $40K,Blue,36,4,3,3,3131,629,2502,0.749,1483,31,0.632,0.201
Existing Customer,42,M,3,High School,Single,$40K - $60K,Blue,35,4,3,3,3266,1900,1366,1.568,2183,56,0.75,0.582
Existing Customer,46,M,2,Unknown,Divorced,$80K - $120K,Blue,30,3,3,3,2770,1286,1484,1.068,2920,74,0.721,0.464
Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,40,3,2,2,3556,2172,1384,0.402,1221,41,0.708,0.611
Existing Customer,55,M,2,College,Married,$80K - $120K,Blue,45,5,1,2,2929,2431,498,1.632,1903,39,0.625,0.83
Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,24,5,2,0,3735,1176,2559,1.184,1564,41,0.708,0.315
Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,18,5,1,2,2930,2024,906,0.903,1686,34,0.7,0.691
Existing Customer,60,F,0,High School,Single,Unknown,Blue,36,3,2,2,4546,0,4546,0.66,1361,34,0.308,0
Attrited Customer,65,M,1,High School,Married,Less than $40K,Blue,47,3,2,1,1759,0,1759,1.058,821,18,0.5,0
Attrited Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,36,3,3,3,4829,2418,2411,0.601,938,21,0.4,0.501
Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,39,4,3,2,2156,1208,948,0.569,1345,28,0.647,0.56
Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,47,6,2,3,2092,1387,705,0.731,1468,30,0.304,0.663
Existing Customer,32,F,0,Graduate,Married,Less than $40K,Blue,19,6,1,0,2834,1418,1416,1.458,1598,39,0.773,0.5
Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,37,4,3,2,4724,2056,2668,0.423,1232,31,0.55,0.435
Existing Customer,51,F,0,Unknown,Divorced,Less than $40K,Blue,47,6,4,3,3049,1151,1898,0.533,4027,76,0.52,0.378
Existing Customer,64,F,0,Uneducated,Married,Unknown,Blue,54,6,1,2,3250,1992,1258,0.715,1355,36,0.565,0.613
Existing Customer,53,F,1,Doctorate,Married,Less than $40K,Blue,36,3,1,2,3128,2517,611,0.696,2361,42,0.826,0.805
Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,34,6,3,0,2506,0,2506,0.598,1687,62,0.59,0
Existing Customer,60,F,2,High School,Married,Less than $40K,Blue,36,4,3,2,3460,2517,943,1.144,1752,34,1.125,0.727
Existing Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,39,4,1,2,4175,2517,1658,0.551,1520,36,0.44,0.603
Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,36,4,3,3,4129,0,4129,0.96,1678,40,1,0
Existing Customer,65,F,2,High School,Married,$40K - $60K,Blue,45,6,2,2,2658,1514,1144,1.193,1627,26,1,0.57
Existing Customer,44,F,2,College,Single,$40K - $60K,Blue,33,4,2,3,4589,1240,3349,0.856,1637,61,0.906,0.27
Existing Customer,56,F,2,College,Married,Less than $40K,Blue,36,6,1,2,2781,1035,1746,0.816,1707,42,1.211,0.372
Existing Customer,37,F,4,College,Married,$40K - $60K,Blue,30,4,4,3,3417,2517,900,0.992,1641,32,0.882,0.737
Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,45,5,2,0,3187,2517,670,1.144,1627,38,0.652,0.79
Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,52,6,3,2,1441,0,1441,1.364,2742,58,0.758,0
Existing Customer,60,M,1,Unknown,Single,Less than $40K,Blue,52,5,3,2,2486,1464,1022,0.731,1378,27,0.421,0.589
Existing Customer,48,F,2,College,Married,Less than $40K,Blue,44,5,1,3,4570,2439,2131,0.693,1520,34,0.7,0.534
Existing Customer,34,M,0,High School,Married,$40K - $60K,Blue,13,3,3,2,3870,1394,2476,0.827,1588,36,0.714,0.36
Existing Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,42,6,2,0,3583,0,3583,1.088,1065,28,1.545,0
Attrited Customer,41,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,4203,2517,1686,0.771,1489,43,0.536,0.599
Existing Customer,46,M,3,Graduate,Divorced,Less than $40K,Blue,36,5,1,3,4213,997,3216,0.668,1264,30,0.667,0.237
Existing Customer,59,M,1,Post-Graduate,Married,$40K - $60K,Blue,36,4,2,2,2483,1372,1111,1.642,1704,35,0.458,0.553
Existing Customer,50,M,0,Doctorate,Single,$80K - $120K,Blue,38,5,2,2,3460,1881,1579,0.622,1546,35,1.059,0.544
Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,36,3,2,2,2615,1772,843,0.611,1419,38,0.357,0.678
Existing Customer,42,F,1,Doctorate,Married,$40K - $60K,Blue,35,4,3,2,2985,2355,630,0.602,1065,27,0.588,0.789
Existing Customer,33,M,1,Graduate,Married,$60K - $80K,Blue,22,3,1,3,2859,2517,342,1.254,2247,36,0.636,0.88
Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,38,4,3,0,2888,2245,643,0.772,1111,26,0.368,0.777
Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,5145,0,5145,0.693,1588,35,0.944,0
Existing Customer,53,F,4,Graduate,Married,$40K - $60K,Blue,36,3,2,3,4753,2472,2281,1.274,2242,49,0.815,0.52
Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,26,3,3,3,2171,1418,753,0.505,1415,45,0.406,0.653
Existing Customer,26,M,0,College,Divorced,Less than $40K,Blue,36,5,2,3,4150,456,3694,1.126,2483,74,0.542,0.11
Existing Customer,36,M,2,High School,Divorced,$40K - $60K,Blue,36,3,3,2,2686,1733,953,0.706,2057,53,0.71,0.645
Existing Customer,53,M,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,2,4426,1530,2896,0.518,1231,34,0.214,0.346
Existing Customer,65,F,1,Post-Graduate,Married,$40K - $60K,Blue,52,5,3,3,2155,0,2155,1.423,1655,27,1.25,0
Existing Customer,38,M,0,Uneducated,Married,$60K - $80K,Blue,19,3,1,3,3238,2146,1092,0.673,1501,45,0.667,0.663
Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue,36,5,3,2,2607,1880,727,1.464,2045,39,0.95,0.721
Attrited Customer,38,F,3,Unknown,Single,Less than $40K,Blue,30,6,2,2,3730,2517,1213,0.853,858,22,0.467,0.675
Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,56,4,1,4,3094,2266,828,0.724,1591,37,0.321,0.732
